0,2,0,""
0,3,0,""
0,11,0,""
1,38,0,""
3,2,0,""
3,6,0,""
3,17,0,""
7,3,0,""
7,6,0,""
8,4,0,""
8,17,0,""
8,18,0,""
8,38,0,""
8,44,0,""
